Workout Timestamp,Live/On-Demand,Instructor Name,Length (minutes),Fitness Discipline,Type,Title,Class Timestamp,Total Output,Avg. Watts,Avg. Resistance,Avg. Cadence (RPM),Avg. Speed (mph),Distance (mi),Calories Burned,Avg. Heartrate,Avg. Incline,Avg. Pace (min/mi)
2022-04-02 09:07 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Cool Down,5 min Cool Down Ride,2022-03-31 23:00 (-07),24,81,36%,78,14.72,1.23,42,118.00,,
2022-04-03 15:09 (-07),On Demand,Alex Toussaint,10,Cycling,Warm Up,10 min AFO Warm Up Ride: Nas,2021-07-03 05:00 (-07),65,108,34%,97,16.47,2.75,77,113.00,,
2022-04-03 15:21 (-07),On Demand,Kendall Toole,15,Cycling,Low Impact,15 min Low Impact Ride,2022-03-23 03:37 (-07),77,86,38%,75,15.05,3.77,93,104.00,,
2022-04-04 07:07 (-07),On Demand,Emma Lovewell,5,Cycling,Warm Up,5 min Warm Up Ride,2021-06-30 06:00 (-07),31,102,36%,88,16.16,1.35,36,110.00,,
2022-04-04 07:13 (-07),On Demand,Camila Ramon,10,Cycling,Climb,10 min Climb Ride,2022-04-03 08:00 (-07),101,168,51%,69,19.51,3.26,130,148.00,,
2022-04-06 07:08 (-07),On Demand,Jenn Sherman,5,Cycling,Warm Up,5 min Warm Up Ride,2021-09-13 06:00 (-07),33,109,34%,98,16.52,1.38,34,107.00,,
2022-04-06 07:14 (-07),On Demand,Alex Toussaint,20,Cycling,Music,20 min 2000s Ride,2022-04-04 15:57 (-07),150,125,41%,82,17.55,5.85,200,128.00,,
2022-04-06 07:38 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2021-10-05 22:35 (-07),17,58,28%,88,12.71,1.06,31,104.00,,
2022-04-08 08:08 (-07),On Demand,Emma Lovewell,20,Cycling,Music,20 min Pop Ride,2022-04-07 06:51 (-07),149,124,40%,83,17.33,5.78,207,131.00,,
2022-04-09 09:30 (PDT),On Demand,Kirsten Ferguson,10,Stretching,Post-Run Stretch,10 min Post-Run Stretch,2022-04-07 07:00 (PDT),,,,,,,29,,,
2022-04-10 15:24 (-07),On Demand,Emma Lovewell,30,Cycling,Scenic Ride,30 min Oregon Ride,,201,112,40%,79,16.35,8.18,228,114.00,,
2022-04-11 08:15 (PDT),On Demand,Jess Sims,15,Strength,Full Body,Flash 15,2022-04-11 05:08 (PDT),,,,,,,87,,,
2022-04-11 17:19 (-07),On Demand,Kendall Toole,5,Cycling,Warm Up,5 min Warm Up Ride,2022-04-06 08:00 (-07),30,99,38%,81,16.00,1.33,27,96.00,,
2022-04-11 17:25 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-04-05 15:22 (-07),231,128,43%,74,17.36,8.68,267,122.00,,
2022-04-11 17:55 (-07),On Demand,Kendall Toole,5,Cycling,Cool Down,5 min Cool Down Ride,2022-04-06 08:00 (-07),26,87,38%,72,14.93,1.25,41,117.00,,
2022-04-14 17:48 (-07),On Demand,Hannah Frankson,30,Cycling,Music,30 min EDM Ride,2022-04-14 10:25 (-07),255,142,45%,76,18.33,9.17,281,124.00,,
2022-04-14 18:21 (-07),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-04-13 23:00 (-07),,,,,,,14,,,
2022-04-15 17:41 (-07),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2022-04-12 07:00 (-07),22,74,30%,94,14.29,1.19,23,91.00,,
2022-04-15 17:47 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Ride,2022-04-15 02:25 (-07),128,107,38%,85,16.45,5.49,130,106.00,,
2022-04-15 18:09 (-07),On Demand,Tunde Oyeneyin,10,Cycling,Cool Down,10 min Beyonce Cool Down Ride,2021-10-19 10:30 (-07),50,83,32%,92,14.92,2.49,57,100.00,,
2022-04-18 07:00 (-07),On Demand,Hannah Frankson,5,Cycling,Warm Up,5 min Warm Up Ride,2022-04-13 23:00 (-07),23,77,30%,95,14.30,1.19,37,111.00,,
2022-04-18 07:07 (-07),On Demand,Olivia Amato,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-04-11 04:22 (-07),271,150,45%,78,18.42,9.21,367,,,
2022-04-18 07:39 (-07),On Demand,Bradley Rose,5,Cycling,Cool Down,5 min Cool Down Ride,2022-04-17 00:00 (-07),28,93,41%,69,15.54,1.31,54,134.00,,
2022-04-19 07:59 (-07),On Demand,Robin Arzon,5,Cycling,Warm Up,5 min Warm Up Ride,2021-09-01 06:00 (-07),28,92,34%,89,15.61,1.30,39,114.00,,
2022-04-19 08:04 (-07),On Demand,Jess King,15,Cycling,Intervals,15 min Tabata Ride,2022-04-18 08:00 (-07),126,140,37%,94,17.80,4.45,175,140.00,,
2022-04-19 08:20 (-07),On Demand,Jess King,5,Cycling,Cool Down,5 min Cool Down Ride,2021-09-08 06:00 (-07),23,77,34%,80,14.45,1.20,48,127.00,,
2022-04-20 07:05 (-07),On Demand,Cody Rigsby,15,Cycling,Music,15 min 2000s Ride,2022-03-07 09:00 (-07),103,114,42%,76,16.76,4.19,138,123.00,,
2022-04-20 07:21 (-07),On Demand,Cody Rigsby,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-01-17 09:00 (-07),,,,,,,14,,,
2022-04-21 07:55 (-07),On Demand,Ben Alldis,15,Cycling,Music,15 min House Ride,2022-04-21 00:02 (-07),138,153,46%,80,18.91,4.74,172,138.00,,
2022-04-23 08:38 (-07),On Demand,Bradley Rose,5,Cycling,Warm Up,5 min Warm Up Ride,2021-08-13 10:35 (-07),25,84,32%,92,14.98,1.24,31,103.00,,
2022-04-23 08:43 (-07),On Demand,Matt Wilpers,45,Cycling,Power Zone,45 min Power Zone Ride,2022-04-23 04:53 (-07),334,124,37%,93,17.27,12.96,443,128.00,,
2022-04-23 09:29 (-07),On Demand,Robin Arzon,5,Cycling,Cool Down,5 min Cool Down Ride,2022-04-11 08:00 (-07),16,53,29%,79,12.29,1.02,38,113.00,,
2022-04-24 14:30 (-07),On Demand,Kendall Toole,5,Cycling,Warm Up,5 min Warm Up Ride,2021-07-09 06:00 (-07),32,105,37%,88,16.38,1.36,31,102.00,,
2022-04-24 14:36 (-07),On Demand,Alex Toussaint,30,Cycling,Theme,30 min Club Bangers Ride,2022-04-23 10:24 (-07),256,142,41%,88,18.48,9.24,310,131.00,,
2022-04-24 15:10 (-07),On Demand,Hannah Frankson,10,Cycling,Cool Down,10 min Cool Down Ride,2022-04-13 23:00 (-07),54,77,37%,70,13.95,2.70,73,,,
2022-04-25 08:09 (-07),On Demand,Emma Lovewell,15,Cycling,Low Impact,15 min Low Impact Ride,2022-04-13 08:00 (-07),92,102,39%,79,16.18,4.05,103,107.00,,
2022-04-25 21:13 (PDT),On Demand,Jess Sims,5,Stretching,Post-Run Stretch,5 min Post-Run Stretch,2022-04-21 07:00 (PDT),,,,,,,14,,,
2022-04-26 18:28 (-07),On Demand,Hannah Corbin,5,Cycling,Warm Up,5 min Warm Up Ride,2021-07-08 06:00 (-07),29,97,34%,87,15.65,1.30,31,104.00,,
2022-04-26 18:34 (-07),On Demand,Emma Lovewell,45,Cycling,Intervals,45 min Intervals & Arms Ride,2022-04-26 04:23 (-07),145,134,41%,79,17.54,5.25,221,142.00,,
2022-04-29 07:48 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min Pop Ride,2022-04-29 02:24 (-07),115,96,37%,82,15.71,5.24,115,99.00,,
2022-05-01 08:30 (-07),On Demand,Leanne Hainsby-Alldis,5,Cycling,Warm Up,5 min Warm Up Ride,2021-05-23 22:00 (-07),27,91,33%,94,15.03,1.25,37,,,
2022-05-01 08:35 (-07),On Demand,Hannah Frankson,30,Cycling,Music,30 min Pop Ride,2022-04-30 02:25 (-07),253,141,45%,78,18.40,9.20,343,,,
2022-05-01 09:05 (-07),On Demand,Ally Love,5,Cycling,Cool Down,5 min Cool Down Ride,2021-07-23 06:00 (-07),23,77,39%,68,14.34,1.19,31,,,
2022-05-01 09:11 (-07),On Demand,Ally Love,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-01-20 09:00 (-07),,,,,,,14,,,
2022-05-02 06:01 (-07),On Demand,Hannah Corbin,15,Cycling,Music,15 min Pop Ride,2022-04-28 03:37 (-07),123,135,43%,80,17.67,4.44,167,,,
2022-05-02 06:17 (-07),On Demand,Hannah Corbin,5,Cycling,Cool Down,5 min Cool Down Ride,2022-01-18 14:45 (-07),25,84,40%,70,15.01,1.25,34,,,
2022-05-02 06:22 (-07),On Demand,Hannah Corbin,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-01-15 09:00 (-07),,,,,,,14,,,
2022-05-03 07:49 (-07),On Demand,Robin Arzon,5,Cycling,Warm Up,5 min Warm Up Ride,2022-05-02 08:00 (-07),29,97,37%,86,15.85,1.32,39,,,
2022-05-03 07:58 (-07),On Demand,Denis Morton,15,Cycling,Intervals,15 min HIIT Ride,2022-05-02 08:00 (-07),110,122,38%,85,16.94,4.24,149,,,
2022-05-03 08:14 (-07),On Demand,Jenn Sherman,5,Cycling,Cool Down,5 min Cool Down Ride,2022-05-02 08:00 (-07),25,85,36%,76,15.03,1.25,34,,,
2022-05-04 06:43 (PDT),On Demand,Selena Samuela,10,Strength,Upper Body,10 min Chest & Back Strength,2022-05-01 10:34 (PDT),,,,,,,58,,,
2022-05-05 08:07 (PDT),On Demand,Adrian Williams,15,Strength,Upper Body,15 min Stacking Stuffer Arms & Shoulders,2021-12-20 05:30 (PDT),,,,,,,87,,,
2022-05-06 08:10 (PDT),On Demand,Rebecca Kennedy,10,Strength,Upper Body,10 min Chest & Back Strength,2022-05-05 07:00 (PDT),,,,,,,58,,,
2022-05-07 09:27 (PDT),On Demand,Rad Lopez,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-07 08:04 (PDT),,,,,,,58,,,
2022-05-08 12:35 (-07),On Demand,Leanne Hainsby-Alldis,15,Cycling,Music,15 min K-Pop Ride,2022-05-08 03:55 (-07),134,149,41%,90,18.80,4.70,150,127.00,,
2022-05-09 08:26 (PDT),On Demand,Callie Gullickson,20,Strength,Upper Body,20 min Upper Body Strength,2022-05-07 05:49 (PDT),,,,,,,115,,,
2022-05-10 08:40 (PDT),On Demand,Selena Samuela,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-08 10:32 (PDT),,,,,,,58,,,
2022-05-10 17:47 (-07),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2022-05-10 15:22 (-07),315,175,48%,79,19.78,9.89,334,136.00,,
2022-05-10 18:17 (-07),On Demand,Cody Rigsby,5,Cycling,Cool Down,5 min Cool Down Ride,2022-01-17 09:00 (-07),25,83,42%,64,14.79,1.24,42,119.00,,
2022-05-11 08:35 (PDT),On Demand,Robin Arzon,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-10 07:32 (PDT),,,,,,,58,,,
2022-05-11 17:57 (-07),On Demand,Alex Toussaint,20,Cycling,Low Impact,20 min Recovery Ride,2022-05-10 08:00 (-07),101,84,34%,84,14.70,4.90,116,101.00,,
2022-05-12 08:15 (PDT),On Demand,Ben Alldis,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-11 23:00 (PDT),,,,,,,58,,,
2022-05-13 08:13 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-05-04 02:52 (-07),221,122,41%,72,15.42,7.72,328,134.00,,
2022-05-14 22:18 (PDT),On Demand,Ben Alldis,10,Stretching,Full Body Stretch,10 min Full Body Stretch,2022-05-09 04:18 (PDT),,,,,,,29,,,
2022-05-15 09:03 (-07),On Demand,Christine D'Ercole,20,Cycling,Music,20 min Yo-Yo Ma Ride,2022-05-11 16:52 (-07),140,116,39%,86,16.87,5.63,189,,,
2022-05-16 08:24 (PDT),On Demand,Rad Lopez,20,Strength,Upper Body,20 min Upper Body Strength,2022-05-14 07:22 (PDT),,,,,,,115,,,
2022-05-17 08:55 (PDT),On Demand,Kristin McGee,10,Yoga,Family & Pre/Postnatal,10 min Postnatal Yoga Flow,2022-05-03 07:00 (PDT),,,,,,,45,,,
2022-05-18 17:15 (-07),On Demand,Sam Yo,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-05-15 23:25 (-07),160,89,43%,59,12.91,6.46,174,102.00,,
2022-05-19 08:55 (-07),On Demand,Alex Toussaint,20,Cycling,Music,20 min Pop Ride,2022-05-16 15:22 (-07),160,133,42%,83,17.94,5.99,167,117.00,,
2022-05-20 07:35 (-07),On Demand,Denis Morton,15,Cycling,Low Impact,15 min Low Impact Ride,2022-05-18 07:37 (-07),82,91,36%,80,15.41,3.85,89,102.00,,
2022-05-20 07:55 (-07),On Demand,Ben Alldis,20,Strength,Upper Body,20 min Upper Body Strength,2022-05-18 03:25 (-07),,,,,,,115,,,
2022-05-21 08:48 (-07),On Demand,Ben Alldis,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-05-18 23:25 (-07),237,132,45%,58,15.00,7.50,354,140.00,,
2022-05-23 08:14 (PDT),On Demand,Selena Samuela,20,Strength,Upper Body,20 min Upper Body Strength,2022-05-22 09:54 (PDT),,,,,,,115,,,
2022-05-24 17:36 (-07),On Demand,Cody Rigsby,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-05-11 15:21 (-07),223,124,45%,70,17.08,8.55,262,120.00,,
2022-05-25 07:26 (PDT),On Demand,Rebecca Kennedy,10,Strength,Upper Body,10 min Chest & Back Strength,2022-05-24 07:00 (PDT),,,,,,,58,,,
2022-05-27 07:21 (-07),On Demand,Hannah Frankson,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-05-14 02:24 (-07),232,129,44%,74,17.44,8.73,274,123.00,,
2022-05-27 07:53 (-07),On Demand,Hannah Frankson,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-04-13 23:00 (-07),,,,,,,14,,,
2022-05-28 09:22 (-07),On Demand,Alex Toussaint,20,Cycling,Music,20 min New Tracks Ride,2022-05-26 07:29 (-07),158,132,39%,89,17.87,5.96,165,117.00,,
2022-05-28 09:45 (-07),On Demand,Selena Samuela,10,Strength,Upper Body,10 min Chest & Back Strength,2022-05-24 05:03 (-07),,,,,,,58,,,
2022-05-29 10:06 (-07),On Demand,Ben Alldis,15,Cycling,Music,15 min Pop Ride,2022-05-22 23:00 (-07),128,143,42%,84,18.23,4.56,136,121.00,,
2022-05-29 10:23 (-07),On Demand,Matty Maggiacomo,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-19 06:53 (-07),,,,,,,58,,,
2022-05-30 08:37 (-07),On Demand,Emma Lovewell,30,Cycling,Intervals,30 min Intervals & Arms Ride,2022-05-29 10:24 (-07),216,120,43%,69,15.69,7.85,285,125.00,,
2022-05-30 09:09 (-07),On Demand,Emma Lovewell,5,Stretching,Pre & Post-Ride Stretch,5 min Post-Ride Stretch,2022-05-11 08:00 (-07),,,,,,,14,,,
2022-05-31 06:49 (-07),On Demand,Olivia Amato,15,Cycling,Music,15 min 2000s Ride,2022-05-23 05:30 (-07),129,143,43%,84,18.40,4.60,150,128.00,,
2022-05-31 07:06 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-05-31 07:16 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-01 18:20 (-07),On Demand,Bradley Rose,20,Cycling,Music,20 min 2010s Pop Ride,2022-06-01 10:24 (-07),137,114,41%,81,16.78,5.60,132,106.00,,
2022-06-02 07:55 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-02 08:08 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-03 07:58 (-07),On Demand,Leanne Hainsby-Alldis,15,Cycling,Music,15 min House Ride,2022-05-22 01:25 (-07),124,138,40%,89,18.02,4.51,133,121.00,,
2022-06-03 08:16 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-04 07:06 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-04 07:18 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-04 08:06 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-06 07:32 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,57,,,
2022-06-06 07:43 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Benchmark Strength Test,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-06 17:57 (-07),On Demand,Hannah Frankson,20,Cycling,Music,20 min Pop Ride,2022-06-06 09:30 (-07),166,139,42%,85,18.06,6.02,191,126.00,,
2022-06-07 07:27 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-07 07:39 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-07 08:10 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-08 07:37 (-07),On Demand,Hannah Frankson,15,Cycling,Intervals,15 min HIIT Ride,2022-06-06 09:30 (-07),129,144,41%,85,17.96,4.49,175,,,
2022-06-09 06:59 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-09 07:11 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-10 06:36 (-07),On Demand,Cody Rigsby,20,Cycling,Music,20 min Pop Ride,2022-06-09 08:15 (-07),157,131,44%,78,17.69,5.90,173,120.00,,
2022-06-11 07:03 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-11 07:15 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-11 08:02 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-12 08:28 (-07),On Demand,Olivia Amato,45,Cycling,Intervals,45 min Intervals & Arms Ride,2022-06-09 02:53 (-07),390,144,46%,71,17.18,12.89,528,,,
2022-06-12 09:15 (-07),On Demand,Olivia Amato,5,Cycling,Cool Down,5 min Cool Down Ride,2022-03-11 09:00 (-07),22,74,39%,65,13.94,1.16,30,,,
2022-06-13 07:20 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,0,,,
2022-06-13 07:24 (-07),On Demand,Hannah Corbin,20,Stretching,Foam Rolling,20 min Foam Rolling: Full Body,2022-05-16 06:00 (-07),,,,,,,58,,,
2022-06-13 07:45 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-14 08:28 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-14 08:39 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-15 06:28 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min Tabata Ride,2022-06-09 04:23 (-07),218,121,40%,83,17.27,8.64,275,123.00,,
2022-06-16 07:08 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-16 21:25 (PDT),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 07:00 (PDT),,,,,,,29,,,
2022-06-17 07:21 (-07),On Demand,Cody Rigsby,30,Cycling,Music,30 min Pop Ride,2022-06-16 02:53 (-07),242,134,43%,78,17.74,8.88,281,125.00,,
2022-06-18 08:42 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-18 08:59 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-20 08:49 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-20 09:00 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-21 18:45 (-07),On Demand,Alex Toussaint,20,Cycling,Low Impact,20 min Low Impact Ride,2022-06-21 08:00 (-07),106,89,35%,82,15.14,5.05,97,94.00,,
2022-06-22 05:59 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,58,,,
2022-06-22 06:11 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-23 06:05 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-23 06:37 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-24 07:34 (-07),On Demand,Alex Toussaint,30,Cycling,Music,30 min New Tracks Ride,2022-06-15 05:22 (-07),205,114,40%,81,16.93,8.47,262,120.00,,
2022-06-25 07:38 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-25 08:25 (-07),On Demand,Andy Speer,10,Stretching,Full Body Stretch,10 min Stretch,2021-12-20 08:00 (-07),,,,,,,29,,,
2022-06-26 07:43 (-07),On Demand,Andy Speer,10,Strength,Warm Up,10 min Warm Up,2021-12-20 08:00 (-07),,,,,,,57,,,
2022-06-26 07:54 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-06-26 08:28 (-07),On Demand,Hannah Corbin,20,Stretching,Full Body Stretch,20 min Full Body Stretch,2022-06-17 06:30 (-07),,,,,,,58,,,
2022-06-27 08:26 (-07),On Demand,Emma Lovewell,20,Cycling,Low Impact,20 min Low Impact Ride,2022-06-22 08:00 (-07),100,83,33%,86,14.74,4.92,127,105.00,,
2022-06-28 07:40 (-07),On Demand,Alex Toussaint,30,Cycling,Theme,30 min Club Bangers Ride,2022-06-25 10:22 (-07),227,126,41%,83,17.61,8.81,287,126.00,,
2022-06-29 17:57 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,259,,,
2022-06-30 12:12 (-07),On Demand,Andy Speer,30,Strength,Full Body,30 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,173,,,
2022-07-01 12:40 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2022-06-29 04:23 (-07),246,137,41%,87,18.04,9.03,329,134.00,,
2022-07-02 07:03 (-07),On Demand,Andy Speer,45,Strength,Full Body,45 min Full Body Strength,2021-12-20 08:00 (-07),,,,,,,112,,,
2022-07-04 14:44 (PDT),On Demand,Rebecca Kennedy,20,Stretching,Full Body Stretch,20 min Mental Health Full Body Stretch,2022-05-16 07:00 (PDT),,,,,,,58,,,
2022-07-05 07:23 (-07),On Demand,Alex Toussaint,20,Cycling,Climb,20 min Climb Ride,2022-06-02 05:58 (-07),201,167,49%,75,19.77,6.59,266,150.00,,
2022-07-07 06:54 (-07),On Demand,Kendall Toole,20,Cycling,Music,20 min 2000s Ride,2020-04-17 03:30 (-07),167,139,45%,77,18.12,6.04,252,146.00,,
2022-07-08 08:03 (-07),On Demand,Alex Toussaint,10,Cycling,Low Impact,10 min Low Impact Ride,2022-07-05 08:00 (-07),51,86,34%,86,15.02,2.50,73,110.00,,
2022-07-10 07:54 (-07),On Demand,Cody Rigsby,20,Cycling,Low Impact,20 min Low Impact Ride,2022-06-30 08:00 (-07),114,95,37%,80,15.56,5.19,137,108.00,,
2022-07-10 08:18 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,14,,,
2022-07-10 08:23 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
2022-07-10 19:45 (-07),On Demand,Matty Maggiacomo,5,Stretching,Full Body Stretch,5 min Full Body Stretch,2022-07-06 07:00 (-07),,,,,,,14,,,
2022-07-11 06:21 (-07),On Demand,Bradley Rose,15,Cycling,Intervals,15 min Tabata Ride,2022-07-06 10:52 (-07),94,104,35%,92,16.25,4.06,125,118.00,,
2022-07-12 07:54 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,29,,,
2022-07-12 08:00 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
2022-07-13 07:21 (-07),On Demand,Hannah Frankson,20,Cycling,Intervals,20 min Tabata Ride,2022-07-11 23:25 (-07),162,135,40%,87,17.84,5.95,211,132.00,,
2022-07-14 08:13 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,14,,,
2022-07-14 08:19 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
2022-07-15 07:22 (-07),On Demand,Alex Toussaint,30,Cycling,Intervals,30 min HIIT Ride,2022-07-13 04:22 (-07),241,134,40%,87,17.86,8.93,356,140.00,,
2022-07-16 14:54 (-07),On Demand,,30,Cycling,Scenic Ride,30 min Tierro Del Fuego Ride,,106,59,29%,85,12.90,6.45,143,,,
2022-07-18 06:36 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,29,,,
2022-07-18 06:42 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
2022-07-19 07:05 (-07),On Demand,Jess King,15,Cycling,Low Impact,15 min Low Impact Ride,2022-07-13 14:39 (-07),76,84,36%,81,15.00,3.75,111,112.00,,
2022-07-22 08:23 (-07),On Demand,Tunde Oyeneyin,5,Strength,Warm Up,5 min Upper Body Warm Up,2022-05-13 07:00 (-07),,,,,,,14,,,
2022-07-22 08:29 (-07),On Demand,Tunde Oyeneyin,10,Strength,Upper Body,10 min Arms & Shoulders Strength,2022-05-13 07:00 (-07),,,,,,,58,,,
